pid,year,month,day,weight,quantity,value
P004,2019,2,20,784768192,0,139491408
P004,2019,2,30,928586816,0,170627040
P004,2019,3,10,448030016,0,75928064
P004,2019,3,20,656166784,0,129071728
P004,2019,3,30,469941568,0,83442032
P004,2019,4,10,679521280,0,120794928
P004,2019,4,20,856552128,0,157280928
P004,2019,4,30,217019616,0,35285792
P004,2019,5,10,854138496,0,162211408
P004,2019,5,20,540450112,0,92358248
P004,2019,5,30,757600512,0,133214192
P004,2019,6,10,741014016,0,127259216
P004,2019,6,20,650295104,0,125368792
P004,2019,6,30,612849984,0,105516584
P004,2019,7,10,767585088,0,140845392
P004,2019,7,20,408224448,0,64572648
P004,2019,7,30,283849984,0,41074048
P004,2019,8,10,1138977280,0,207378896
P004,2019,8,20,825739520,0,131567672
P004,2019,8,30,808797824,0,133505088
P004,2019,9,10,357879008,0,53979820
P004,2019,9,20,523751584,0,76548080
P004,2019,9,30,353164992,0,51080192
P004,2019,10,10,600179712,0,98539616
P004,2019,10,20,851488832,0,129713160
P004,2019,10,30,800855872,0,115603568
P004,2019,11,10,302611008,0,34885572
P004,2019,11,20,1150499584,0,176189392
P004,2019,11,30,339215392,0,49315968
P004,2019,12,10,721636160,0,97028896
P004,2019,12,20,491318272,0,61640536
P004,2019,12,30,516262048,0,70330544
P004,2020,1,10,675012480,0,87025336
P004,2020,1,20,602765632,0,81683000
P004,2020,1,30,696383488,0,83417664
P004,2020,2,10,690372544,0,97016144
P004,2020,2,20,629283968,0,86670176
P004,2020,2,30,270479968,0,36648116
P004,2020,3,10,795444992,0,104266752
P004,2020,3,20,471821504,0,60935156
P004,2020,3,30,635790912,0,85267616
P004,2020,4,10,497755008,0,73191336
P004,2020,4,20,704031104,0,91450096
P004,2020,4,30,929723328,0,128423680
P004,2020,5,10,378019136,0,47714892
P004,2020,5,20,326183296,0,38643040
P004,2020,5,30,751545984,0,92579104
P004,2020,6,10,682827904,0,81608544
P004,2020,6,20,523723680,0,59565856
P004,2020,6,30,335064320,0,41111412
P004,2020,7,10,665063616,0,69815040
P004,2020,7,20,326166016,0,31466040
P004,2020,7,30,571088384,0,60941012
P004,2020,8,10,431426016,0,52095540
P004,2020,8,20,514764288,0,56377792
P004,2020,8,30,284363456,0,30489420
P004,2020,9,10,760602624,0,76850096
P004,2020,9,20,634331200,0,67177848
P004,2020,9,30,444326016,0,50171040
P004,2020,10,10,300307392,0,26278784
P004,2020,10,20,617682944,0,70466056
P004,2020,10,30,1557430656,0,159999632
P004,2020,11,10,731148992,0,80162736
P004,2020,11,20,528408000,0,54831956
P004,2020,11,30,432922752,0,44718352
P004,2020,12,10,748908160,0,79632640
P004,2020,12,20,157300000,0,14127162
P004,2020,12,30,950452800,0,105345768
P004,2021,1,10,355444640,0,33712936
P004,2021,1,20,692452160,0,67901608
P004,2021,1,30,585753216,0,66902204
P004,2021,2,10,589020160,0,67848536
P004,2021,2,20,278118176,0,30802278
P004,2021,2,30,376539840,0,43855556
P004,2021,3,10,1076256000,0,133318976
P004,2021,3,20,515848160,0,68031632
P004,2021,3,30,379916992,0,47576504
P004,2021,4,10,611982976,0,70138544
P004,2021,4,20,929907968,0,113508328
P004,2021,4,30,418134016,0,50875736
P004,2021,5,10,276630176,0,33750904
P004,2021,5,20,411390752,0,50470096
P004,2021,5,30,664571008,0,84035728
P004,2021,6,10,716611968,0,95602576
P004,2021,6,20,417638944,0,62038168
P004,2021,6,30,473611072,0,72055472
P004,2021,7,10,556107776,0,86847720
P004,2021,7,20,497260992,0,70102880
P004,2021,7,30,425126048,0,64161952
P004,2021,8,10,303107104,0,55751288
P004,2021,8,20,820881344,0,133558880
P004,2021,8,30,590662400,0,134442320
P004,2021,9,10,1232450560,0,269284704
P004,2021,9,20,405164800,0,103003600
P004,2021,9,30,506592000,0,111807632
P004,2021,10,10,624746432,0,164183712
P004,2021,10,20,595809600,0,143470640
P004,2021,10,30,464796160,0,122118712
P004,2021,11,10,1120938368,0,288039328
P004,2021,11,20,838919744,0,273860384
P004,2021,11,30,753072000,0,241410704
P004,2021,12,10,801758784,0,278491104
P004,2021,12,20,350586304,0,119319720
P004,2021,12,30,853261440,0,277824384
P004,2022,1,10,451735008,0,137989376
P004,2022,1,20,492343680,0,161334336
P004,2022,1,30,827531520,0,282762080
P004,2022,2,10,232898000,0,75373928
P004,2022,2,20,537769472,0,194947216
P004,2022,2,30,493180640,0,203762528
P004,2022,3,10,705724800,0,262966144
P004,2022,3,20,736880320,0,253753536
P004,2022,3,30,805265472,0,346325280
P004,2022,4,10,331050144,0,150020432
P004,2022,4,20,609526848,0,272709696
P004,2022,4,30,693835008,0,291065248
P004,2022,5,10,532504992,0,250991088
P004,2022,5,20,1336277248,0,588660480
P004,2022,5,30,463362208,0,210444992
P004,2022,6,10,478806048,0,209758592
P004,2022,6,20,136675008,0,62572880
P004,2022,6,30,916043264,0,408067936
P004,2022,7,10,977293888,0,414682560
P004,2022,7,20,404328608,0,158322080
P004,2022,7,30,527433792,0,210915952
P004,2022,8,10,975117440,0,375083552
P004,2022,8,20,776701440,0,265968064
P004,2022,8,30,434617984,0,125955672
P004,2022,9,10,297074208,0,79323576
P004,2022,9,20,853205248,0,223015856
P004,2022,9,30,706400960,0,188310384
P004,2022,10,10,315268992,0,90445424
P004,2022,10,20,605252672,0,175983040
P004,2022,10,30,584622400,0,146834624
P004,2022,11,10,956496256,0,243752592
P004,2022,11,20,309952480,0,84382536
P004,2022,11,30,824576896,0,232437088
P004,2022,12,10,625710848,0,176795872
P004,2022,12,20,412344256,0,101143936
P004,2022,12,30,898339264,0,234910272
P005,2017,1,10,109151,0,733964
P005,2017,1,20,100053,0,706101
P005,2017,1,30,50100,0,332867
P005,2017,2,10,81005,0,567233
P005,2017,2,20,79005,0,529996
P005,2017,2,30,51528,0,376830
P005,2017,3,10,126204,0,904883
P005,2017,3,20,114002,0,808181
P005,2017,3,30,153050,0,1112688
P005,2017,4,10,106136,0,812111
P005,2017,4,20,60204,0,546057
P005,2017,4,30,149600,0,1202674
P005,2017,5,10,75062,0,589875
P005,2017,5,20,74339,0,639774
P005,2017,5,30,119003,0,1078575
P005,2017,6,10,76000,0,634193
P005,2017,6,20,109523,0,940009
P005,2017,6,30,138052,0,1122085
P005,2017,7,10,33250,0,295265
P005,2017,7,20,61150,0,554093
P005,2017,7,30,41101,0,349921
P005,2017,8,10,48004,0,523158
P005,2017,8,20,133161,0,1095248
P005,2017,8,30,91010,0,754000
P005,2017,9,10,96200,0,706432
P005,2017,9,20,101354,0,859887
P005,2017,9,30,58057,0,495107
P005,2017,10,10,2001,0,21541
P005,2017,10,20,136412,0,1139121
P005,2017,10,30,146106,0,1181013
P005,2017,11,10,102501,0,872371
P005,2017,11,20,46005,0,354526
P005,2017,11,30,95000,0,799062
P005,2017,12,10,46020,0,386311
P005,2017,12,20,109209,0,838593
P005,2017,12,30,95005,0,757956
P005,2018,1,10,133240,0,1036487
P005,2018,1,20,61608,0,476820
P005,2018,1,30,96282,0,812208
P005,2018,2,10,134400,0,1020535
P005,2018,2,20,137208,0,1061836
P005,2018,2,30,50200,0,403256
P005,2018,3,10,30175,0,271862
P005,2018,3,20,157496,0,1337835
P005,2018,3,30,80002,0,613760
P005,2018,4,10,60050,0,531262
P005,2018,4,20,112581,0,960048
P005,2018,4,30,100600,0,819689
P005,2018,5,10,76050,0,602583
P005,2018,5,20,65600,0,540021
P005,2018,5,30,150022,0,1262744
P005,2018,6,10,95600,0,725189
P005,2018,6,20,145395,0,1138398
P005,2018,6,30,90000,0,745853
P005,2018,7,10,95002,0,750252
P005,2018,7,20,33601,0,279128
P005,2018,7,30,135602,0,1074084
P005,2018,8,10,88101,0,688062
P005,2018,8,20,92401,0,697415
P005,2018,8,30,60052,0,508374
P005,2018,9,10,101000,0,713508
P005,2018,9,20,128325,0,948460
P005,2018,9,30,35274,0,303182
P005,2018,10,10,129006,0,1007410
P005,2018,10,20,122000,0,899816
P005,2018,10,30,80052,0,583133
P005,2018,11,10,154602,0,1166942
P005,2018,11,20,50101,0,394195
P005,2018,11,30,43027,0,376662
P005,2018,12,10,100096,0,758132
P005,2018,12,20,76001,0,567835
P005,2018,12,30,100007,0,714774
P005,2019,1,10,144026,0,987163
P005,2019,1,20,90880,0,662334
P005,2019,1,30,151414,0,1121499
P005,2019,2,10,20002,0,135217
P005,2019,2,20,78001,0,518735
P005,2019,2,30,83000,0,610751
P005,2019,3,10,99003,0,766964
P005,2019,3,20,137075,0,919857
P005,2019,3,30,113667,0,900791
P005,2019,4,10,88440,0,666371
P005,2019,4,20,86000,0,612222
P005,2019,4,30,60318,0,407969
P005,2019,5,10,134002,0,968609
P005,2019,5,20,116551,0,743721
P005,2019,5,30,104005,0,710666
P005,2019,6,10,122000,0,750230
P005,2019,6,20,70401,0,496744
P005,2019,6,30,77604,0,504999
P005,2019,7,10,150175,0,855986
P005,2019,7,20,137501,0,874295
P005,2019,7,30,137203,0,917691
P005,2019,8,10,65636,0,361450
P005,2019,8,20,116063,0,688191
P005,2019,8,30,144230,0,820901
P005,2019,9,10,100000,0,529994
P005,2019,9,20,64078,0,323797
P005,2019,9,30,60002,0,377351
P005,2019,10,10,178965,0,975917
P005,2019,10,20,59005,0,319898
P005,2019,10,30,209172,0,1076274
P005,2019,11,10,146200,0,816071
P005,2019,11,20,87001,0,457699
P005,2019,11,30,100003,0,594667
P005,2019,12,10,163002,0,939982
P005,2019,12,20,125227,0,735901
P005,2019,12,30,138296,0,778280
P005,2020,1,10,154273,0,823756
P005,2020,1,20,74000,0,418008
P005,2020,1,30,147002,0,823539
P005,2020,2,10,76000,0,387504
P005,2020,2,20,109899,0,681168
P005,2020,2,30,63002,0,327170
P005,2020,3,10,96152,0,513788
P005,2020,3,20,156001,0,810069
P005,2020,3,30,109001,0,621219
P005,2020,4,10,116026,0,754294
P005,2020,4,20,150001,0,836868
P005,2020,4,30,85004,0,502849
P005,2020,5,10,104250,0,552682
P005,2020,5,20,66002,0,344217
P005,2020,5,30,134252,0,710409
P005,2020,6,10,95144,0,634958
P005,2020,6,20,118433,0,616246
P005,2020,6,30,112025,0,617700
P005,2020,7,10,74000,0,353941
P005,2020,7,20,86453,0,494050
P005,2020,7,30,145364,0,804867
P005,2020,8,10,80008,0,380308
P005,2020,8,20,110404,0,606806
P005,2020,8,30,116000,0,556537
P005,2020,9,10,78027,0,447434
P005,2020,9,20,17002,0,86970
P005,2020,9,30,101209,0,537593
P005,2020,10,10,120000,0,610807
P005,2020,10,20,148000,0,898027
P005,2020,10,30,103000,0,552519
P005,2020,11,10,161000,0,953338
P005,2020,11,20,41202,0,252559
P005,2020,11,30,148301,0,872591
P005,2020,12,10,138030,0,780261
P005,2020,12,20,124600,0,797222
P005,2020,12,30,147001,0,853861
P005,2021,1,10,186025,0,1082620
P005,2021,1,20,125820,0,839677
P005,2021,1,30,148483,0,1089210
P005,2021,2,10,171625,0,1046065
P005,2021,2,20,77001,0,464224
P005,2021,2,30,89000,0,613373
P005,2021,3,10,137200,0,919123
P005,2021,3,20,149201,0,1243206
P005,2021,3,30,111001,0,881094
P005,2021,4,10,154260,0,1405367
P005,2021,4,20,188000,0,1939738
P005,2021,4,30,58752,0,566862
P005,2021,5,10,126000,0,1285079
P005,2021,5,20,88021,0,875575
P005,2021,5,30,114100,0,1207941
P005,2021,6,10,74100,0,712512
P005,2021,6,20,110021,0,1087403
P005,2021,6,30,28012,0,324855
P005,2021,7,10,140053,0,1258801
P005,2021,7,20,83101,0,713288
P005,2021,7,30,111001,0,958089
P005,2021,8,10,68000,0,625802
P005,2021,8,20,77000,0,678295
P005,2021,8,30,207040,0,1736672
P005,2021,9,10,84000,0,775738
P005,2021,9,20,146904,0,1387058
P005,2021,9,30,133810,0,1281100
P005,2021,10,10,117001,0,1201220
P005,2021,10,20,176000,0,1652650
P005,2021,10,30,152000,0,1522183
P005,2021,11,10,68802,0,817642
P005,2021,11,20,181302,0,1991096
P005,2021,11,30,49000,0,525787
P005,2021,12,10,100101,0,1105513
P005,2021,12,20,108096,0,1213703
P005,2021,12,30,50000,0,545871
P005,2022,1,10,58000,0,626810
P005,2022,1,20,112151,0,1182443
P005,2022,1,30,50150,0,548039
P005,2022,2,10,120003,0,1286829
P005,2022,2,20,60010,0,636270
P005,2022,2,30,60001,0,714621
P005,2022,3,10,171025,0,1912203
P005,2022,3,20,56800,0,648467
P005,2022,3,30,73001,0,827401
P005,2022,4,10,119000,0,1355723
P005,2022,4,20,132001,0,1487001
P005,2022,4,30,217064,0,2796086
P005,2022,5,10,117003,0,1360700
P005,2022,5,20,59002,0,700431
P005,2022,5,30,163000,0,1895142
P005,2022,6,10,94000,0,1110419
P005,2022,6,20,128000,0,1438881
P005,2022,6,30,153003,0,1700873
P005,2022,7,10,78000,0,868677
P005,2022,7,20,45003,0,487174
P005,2022,7,30,134503,0,1627706
P005,2022,8,10,39050,0,569438
P005,2022,8,20,102030,0,1155543
P005,2022,8,30,3,0,1414
P005,2022,9,10,72000,0,809498
P005,2022,9,20,118001,0,1289664
P005,2022,9,30,55000,0,581271
P005,2022,10,10,60002,0,632290
P005,2022,10,20,70029,0,739330
P005,2022,10,30,217002,0,2365265
P005,2022,11,10,41501,0,540170
P005,2022,11,20,88009,0,908462
P005,2022,11,30,78000,0,786484
P005,2022,12,10,75001,0,703534
P005,2022,12,20,73001,0,708657
P005,2022,12,30,24041,0,283898
